subject	group	condition	stimtype	context	videoname	valence	arousal	empathy	responsibility	deservingness	help	BIDR
56	Experts	Compassion	Emotional	Responsible	28	5	2	2	2	2	7	14
56	Experts	Compassion	Emotional	Responsible	34	4	6	6	2	2	7	14
56	Experts	Compassion	Emotional	Responsible	33	4	5	6	5	2	7	14
56	Experts	Compassion	Emotional	Responsible	20	4	5	4	2	2	7	14
56	Experts	Compassion	Emotional	Responsible	24	4	3	3	NA	NA	6	14
56	Experts	Empathy	Emotional	Responsible	29	2	8	8	5	1	6	14
56	Experts	Empathy	Emotional	Responsible	35	2	6	6	3	4	5	14
56	Experts	Empathy	Emotional	Responsible	36	2	7	6	2	1	6	14
56	Experts	Empathy	Emotional	Responsible	30	2	8	8	2	2	7	14
56	Experts	Empathy	Emotional	Responsible	22	2	7	7	6	5	5	14
57	Experts	Compassion	Emotional	Responsible	29	1	8	8	7	5	8	8
57	Experts	Compassion	Emotional	Responsible	36	1	7	7	6	NA	8	8
57	Experts	Compassion	Emotional	Responsible	33	5	9	8	5	3	8	8
57	Experts	Compassion	Emotional	Responsible	34	1	8	8	7	7	8	8
57	Experts	Compassion	Emotional	Responsible	22	1	8	8	7	6	8	8
57	Experts	Empathy	Emotional	Responsible	35	1	8	8	5	NA	7	8
57	Experts	Empathy	Emotional	Responsible	20	1	8	8	7	6	8	8
57	Experts	Empathy	Emotional	Responsible	30	1	7	7	8	6	8	8
57	Experts	Empathy	Emotional	Responsible	24	1	8	8	2	NA	8	8
57	Experts	Empathy	Emotional	Responsible	28	1	8	8	6	NA	8	8
58	Experts	Compassion	Emotional	Responsible	10	2	7	7	7	5	5	30
58	Experts	Compassion	Emotional	Responsible	1	2	8	8	7	NA	7	30
58	Experts	Compassion	Emotional	Responsible	15	2	8	5	6	NA	6	30
58	Experts	Compassion	Emotional	Responsible	9	2	8	8	8	5	5	30
58	Experts	Compassion	Emotional	Responsible	5	3	9	7	7	NA	6	30
58	Experts	Empathy	Emotional	Responsible	3	1	8	7	2	7	6	30
58	Experts	Empathy	Emotional	Responsible	18	3	7	6	6	5	5	30
58	Experts	Empathy	Emotional	Responsible	11	1	8	8	4	1	6	30
58	Experts	Empathy	Emotional	Responsible	6	1	8	8	6	NA	5	30
58	Experts	Empathy	Emotional	Responsible	17	1	8	8	7	5	6	30
59	Experts	Compassion	Emotional	Responsible	10	1	1	1	NA	NA	8	28
59	Experts	Compassion	Emotional	Responsible	17	1	1	1	NA	NA	8	28
59	Experts	Compassion	Emotional	Responsible	5	1	1	1	NA	NA	8	28
59	Experts	Compassion	Emotional	Responsible	1	1	1	1	NA	NA	8	28
59	Experts	Compassion	Emotional	Responsible	9	1	1	1	NA	NA	8	28
59	Experts	Empathy	Emotional	Responsible	11	1	2	1	NA	NA	8	28
59	Experts	Empathy	Emotional	Responsible	3	1	1	1	8	NA	8	28
59	Experts	Empathy	Emotional	Responsible	18	1	1	1	NA	NA	8	28
59	Experts	Empathy	Emotional	Responsible	15	1	1	1	NA	NA	8	28
59	Experts	Empathy	Emotional	Responsible	6	1	1	1	NA	NA	8	28
60	Experts	Compassion	Emotional	Responsible	17	2	3	7	8	5	6	NA
60	Experts	Compassion	Emotional	Responsible	11	2	3	7	8	5	6	NA
60	Experts	Compassion	Emotional	Responsible	6	2	7	6	7	5	7	NA
60	Experts	Compassion	Emotional	Responsible	5	3	7	6	NA	NA	7	NA
60	Experts	Compassion	Emotional	Responsible	1	3	7	7	8	5	7	NA
60	Experts	Empathy	Emotional	Responsible	3	2	7	5	NA	NA	7	NA
60	Experts	Empathy	Emotional	Responsible	9	3	6	5	NA	NA	6	NA
60	Experts	Empathy	Emotional	Responsible	18	3	3	3	NA	NA	6	NA
60	Experts	Empathy	Emotional	Responsible	15	4	6	6	5	5	6	NA
60	Experts	Empathy	Emotional	Responsible	10	3	3	7	7	5	7	NA
62	Experts	Compassion	Emotional	Responsible	36	1	9	9	1	1	8	13
62	Experts	Compassion	Emotional	Responsible	29	5	9	9	NA	1	8	13
62	Experts	Compassion	Emotional	Responsible	30	1	9	9	6	NA	8	13
62	Experts	Compassion	Emotional	Responsible	34	3	7	8	5	1	8	13
62	Experts	Compassion	Emotional	Responsible	24	2	7	5	NA	1	7	13
62	Experts	Empathy	Emotional	Responsible	35	4	4	3	5	NA	5	13
62	Experts	Empathy	Emotional	Responsible	20	1	9	8	NA	NA	8	13
62	Experts	Empathy	Emotional	Responsible	22	3	6	5	6	NA	7	13
62	Experts	Empathy	Emotional	Responsible	33	1	9	8	8	1	8	13
62	Experts	Empathy	Emotional	Responsible	28	1	7	6	5	1	8	13
63	Experts	Compassion	Emotional	Responsible	22	3	5	8	5	5	7	16
63	Experts	Compassion	Emotional	Responsible	29	3	6	6	5	2	5	16
63	Experts	Compassion	Emotional	Responsible	30	3	7	6	NA	NA	6	16
63	Experts	Compassion	Emotional	Responsible	28	3	6	6	NA	NA	5	16
63	Experts	Compassion	Emotional	Responsible	35	4	5	4	NA	NA	NA	16
63	Experts	Empathy	Emotional	Responsible	33	1	9	6	6	1	7	16
63	Experts	Empathy	Emotional	Responsible	24	2	6	4	6	5	4	16
63	Experts	Empathy	Emotional	Responsible	20	3	7	6	2	3	5	16
63	Experts	Empathy	Emotional	Responsible	34	4	7	7	7	6	NA	16
63	Experts	Empathy	Emotional	Responsible	36	3	7	6	5	NA	5	16
64	Experts	Compassion	Emotional	Responsible	17	1	6	6	5	5	7	8
64	Experts	Compassion	Emotional	Responsible	11	1	7	7	5	5	6	8
64	Experts	Compassion	Emotional	Responsible	6	2	5	7	5	5	6	8
64	Experts	Compassion	Emotional	Responsible	5	2	7	7	4	5	6	8
64	Experts	Compassion	Emotional	Responsible	1	3	6	6	5	5	6	8
64	Experts	Empathy	Emotional	Responsible	3	2	8	7	6	5	5	8
64	Experts	Empathy	Emotional	Responsible	9	3	5	5	6	6	5	8
64	Experts	Empathy	Emotional	Responsible	18	3	5	5	5	5	5	8
64	Experts	Empathy	Emotional	Responsible	15	2	7	7	5	5	5	8
64	Experts	Empathy	Emotional	Responsible	10	2	7	7	6	6	5	8
65	Experts	Compassion	Emotional	Responsible	10	3	7	7	8	NA	7	15
65	Experts	Compassion	Emotional	Responsible	3	2	6	7	6	NA	7	15
65	Experts	Compassion	Emotional	Responsible	18	3	2	1	NA	NA	5	15
65	Experts	Compassion	Emotional	Responsible	15	3	5	6	NA	NA	6	15
65	Experts	Compassion	Emotional	Responsible	9	3	6	7	7	NA	6	15
65	Experts	Empathy	Emotional	Responsible	1	4	3	5	5	5	6	15
65	Experts	Empathy	Emotional	Responsible	5	3	5	5	5	5	NA	15
65	Experts	Empathy	Emotional	Responsible	17	3	4	5	NA	NA	5	15
65	Experts	Empathy	Emotional	Responsible	11	5	1	1	NA	NA	NA	15
65	Experts	Empathy	Emotional	Responsible	6	4	2	1	NA	NA	NA	15
68	Experts	Compassion	Emotional	Responsible	36	1	5	5	7	7	8	26
68	Experts	Compassion	Emotional	Responsible	35	1	5	5	4	7	8	26
68	Experts	Compassion	Emotional	Responsible	28	1	5	5	7	7	8	26
68	Experts	Compassion	Emotional	Responsible	30	1	5	5	8	8	8	26
68	Experts	Compassion	Emotional	Responsible	20	1	5	5	2	2	8	26
68	Experts	Empathy	Emotional	Responsible	22	1	5	5	5	8	8	26
68	Experts	Empathy	Emotional	Responsible	29	1	5	5	6	6	8	26
68	Experts	Empathy	Emotional	Responsible	24	1	5	5	7	7	8	26
68	Experts	Empathy	Emotional	Responsible	34	1	5	5	7	7	8	26
68	Experts	Empathy	Emotional	Responsible	33	1	5	5	7	7	8	26
69	Experts	Compassion	Emotional	Responsible	11	2	6	6	6	3	6	10
69	Experts	Compassion	Emotional	Responsible	17	5	6	7	5	3	7	10
69	Experts	Compassion	Emotional	Responsible	18	4	4	4	6	3	6	10
69	Experts	Compassion	Emotional	Responsible	1	4	5	4	6	4	7	10
69	Experts	Compassion	Emotional	Responsible	10	3	5	6	8	4	7	10
69	Experts	Empathy	Emotional	Responsible	15	2	7	7	6	2	5	10
69	Experts	Empathy	Emotional	Responsible	5	2	7	8	6	3	6	10
69	Experts	Empathy	Emotional	Responsible	6	2	4	6	5	4	5	10
69	Experts	Empathy	Emotional	Responsible	9	2	8	9	6	4	5	10
69	Experts	Empathy	Emotional	Responsible	3	2	6	7	6	3	5	10
70	Experts	Compassion	Emotional	Responsible	9	1	2	1	8	8	8	33
70	Experts	Compassion	Emotional	Responsible	1	1	5	5	8	8	7	33
70	Experts	Compassion	Emotional	Responsible	15	2	2	1	8	7	7	33
70	Experts	Compassion	Emotional	Responsible	10	2	6	7	8	1	8	33
70	Experts	Compassion	Emotional	Responsible	5	4	2	1	8	8	3	33
70	Experts	Empathy	Emotional	Responsible	18	1	8	8	1	1	8	33
70	Experts	Empathy	Emotional	Responsible	11	1	9	9	1	1	8	33
70	Experts	Empathy	Emotional	Responsible	6	1	9	8	1	1	8	33
70	Experts	Empathy	Emotional	Responsible	17	2	7	7	6	1	7	33
70	Experts	Empathy	Emotional	Responsible	3	5	5	4	8	8	8	33
71	Experts	Compassion	Emotional	Responsible	36	1	6	6	8	7	8	18
71	Experts	Compassion	Emotional	Responsible	29	1	9	9	7	7	8	18
71	Experts	Compassion	Emotional	Responsible	34	1	6	5	6	6	8	18
71	Experts	Compassion	Emotional	Responsible	33	1	8	8	8	8	8	18
71	Experts	Compassion	Emotional	Responsible	22	1	7	8	1	2	8	18
71	Experts	Empathy	Emotional	Responsible	35	1	5	7	7	7	7	18
71	Experts	Empathy	Emotional	Responsible	20	5	5	7	7	6	8	18
71	Experts	Empathy	Emotional	Responsible	30	1	9	8	8	8	7	18
71	Experts	Empathy	Emotional	Responsible	24	1	8	7	8	8	8	18
71	Experts	Empathy	Emotional	Responsible	28	1	6	6	8	8	8	18
72	Experts	Compassion	Emotional	Responsible	33	1	9	8	6	6	8	19
72	Experts	Compassion	Emotional	Responsible	36	1	7	6	6	NA	8	19
72	Experts	Compassion	Emotional	Responsible	22	2	8	8	6	NA	8	19
72	Experts	Compassion	Emotional	Responsible	30	1	8	7	6	6	7	19
72	Experts	Compassion	Emotional	Responsible	35	1	8	6	5	5	7	19
72	Experts	Empathy	Emotional	Responsible	20	6	5	5	NA	NA	7	19
72	Experts	Empathy	Emotional	Responsible	29	1	8	8	5	NA	8	19
72	Experts	Empathy	Emotional	Responsible	24	2	7	6	5	NA	7	19
72	Experts	Empathy	Emotional	Responsible	34	4	5	6	5	NA	8	19
72	Experts	Empathy	Emotional	Responsible	28	1	7	7	6	5	8	19
73	Experts	Compassion	Emotional	Responsible	17	7	7	7	6	1	6	19
73	Experts	Compassion	Emotional	Responsible	11	7	7	7	2	2	6	19
73	Experts	Compassion	Emotional	Responsible	6	7	7	7	2	2	6	19
73	Experts	Compassion	Emotional	Responsible	5	7	7	7	5	2	6	19
73	Experts	Compassion	Emotional	Responsible	1	2	7	7	3	2	6	19
73	Experts	Empathy	Emotional	Responsible	3	3	6	6	NA	2	6	19
73	Experts	Empathy	Emotional	Responsible	9	3	6	6	5	2	6	19
73	Experts	Empathy	Emotional	Responsible	18	3	6	6	NA	NA	6	19
73	Experts	Empathy	Emotional	Responsible	15	2	7	6	NA	2	6	19
73	Experts	Empathy	Emotional	Responsible	10	2	6	6	NA	2	6	19
74	Experts	Compassion	Emotional	Responsible	29	1	9	8	8	NA	8	11
74	Experts	Compassion	Emotional	Responsible	30	1	8	9	3	6	7	11
74	Experts	Compassion	Emotional	Responsible	22	1	9	8	8	6	7	11
74	Experts	Compassion	Emotional	Responsible	36	1	7	7	6	6	6	11
74	Experts	Compassion	Emotional	Responsible	24	2	4	3	6	8	7	11
74	Experts	Empathy	Emotional	Responsible	35	4	7	7	NA	NA	6	11
74	Experts	Empathy	Emotional	Responsible	20	6	7	6	7	NA	NA	11
74	Experts	Empathy	Emotional	Responsible	34	2	8	8	NA	5	7	11
74	Experts	Empathy	Emotional	Responsible	33	1	9	9	8	NA	8	11
74	Experts	Empathy	Emotional	Responsible	28	1	8	7	NA	NA	6	11
75	Experts	Compassion	Emotional	Responsible	17	8	7	7	6	NA	8	24
75	Experts	Compassion	Emotional	Responsible	5	NA	NA	7	NA	NA	8	24
75	Experts	Compassion	Emotional	Responsible	6	9	8	9	NA	NA	8	24
75	Experts	Compassion	Emotional	Responsible	1	7	8	8	3	NA	8	24
75	Experts	Compassion	Emotional	Responsible	11	2	8	9	NA	NA	8	24
75	Experts	Empathy	Emotional	Responsible	18	1	8	9	2	NA	8	24
75	Experts	Empathy	Emotional	Responsible	3	1	8	9	4	2	8	24
75	Experts	Empathy	Emotional	Responsible	10	1	8	9	6	2	8	24
75	Experts	Empathy	Emotional	Responsible	15	1	9	8	6	2	8	24
75	Experts	Empathy	Emotional	Responsible	9	1	9	9	1	1	8	24
76	Experts	Compassion	Emotional	Responsible	3	9	8	9	6	2	7	5
76	Experts	Compassion	Emotional	Responsible	10	8	9	8	5	4	6	5
76	Experts	Compassion	Emotional	Responsible	18	8	8	8	NA	NA	6	5
76	Experts	Compassion	Emotional	Responsible	15	2	9	9	7	NA	7	5
76	Experts	Compassion	Emotional	Responsible	9	1	8	9	7	2	6	5
76	Experts	Empathy	Emotional	Responsible	5	2	7	7	6	3	5	5
76	Experts	Empathy	Emotional	Responsible	6	1	8	9	7	2	6	5
76	Experts	Empathy	Emotional	Responsible	1	2	8	7	7	3	6	5
76	Experts	Empathy	Emotional	Responsible	17	1	9	8	7	6	6	5
76	Experts	Empathy	Emotional	Responsible	11	1	8	7	7	2	6	5
77	Experts	Compassion	Emotional	Responsible	3	3	7	7	5	4	7	19
77	Experts	Compassion	Emotional	Responsible	10	5	7	7	5	4	7	19
77	Experts	Compassion	Emotional	Responsible	18	2	7	7	5	4	7	19
77	Experts	Compassion	Emotional	Responsible	15	2	7	7	5	4	7	19
77	Experts	Compassion	Emotional	Responsible	9	2	7	8	5	4	7	19
77	Experts	Empathy	Emotional	Responsible	11	3	7	8	6	4	7	19
77	Experts	Empathy	Emotional	Responsible	5	3	8	8	5	3	7	19
77	Experts	Empathy	Emotional	Responsible	17	3	7	8	5	4	7	19
77	Experts	Empathy	Emotional	Responsible	1	4	7	7	5	4	7	19
77	Experts	Empathy	Emotional	Responsible	6	3	7	8	5	4	7	19
78	Experts	Compassion	Emotional	Responsible	29	1	6	7	1	1	8	21
78	Experts	Compassion	Emotional	Responsible	22	3	8	6	NA	1	8	21
78	Experts	Compassion	Emotional	Responsible	33	1	7	8	1	1	8	21
78	Experts	Compassion	Emotional	Responsible	30	1	7	7	1	1	8	21
78	Experts	Compassion	Emotional	Responsible	28	1	7	6	1	1	8	21
78	Experts	Empathy	Emotional	Responsible	20	3	6	5	1	1	8	21
78	Experts	Empathy	Emotional	Responsible	36	1	8	9	NA	1	8	21
78	Experts	Empathy	Emotional	Responsible	34	1	8	9	6	1	7	21
78	Experts	Empathy	Emotional	Responsible	24	2	7	7	NA	1	7	21
78	Experts	Empathy	Emotional	Responsible	35	1	8	9	1	1	8	21
79	Experts	Compassion	Emotional	Responsible	20	5	6	5	5	4	5	18
79	Experts	Compassion	Emotional	Responsible	28	2	5	4	6	3	6	18
79	Experts	Compassion	Emotional	Responsible	35	2	4	5	NA	4	5	18
79	Experts	Compassion	Emotional	Responsible	33	2	7	7	7	3	6	18
79	Experts	Compassion	Emotional	Responsible	34	2	6	6	6	5	6	18
79	Experts	Empathy	Emotional	Responsible	30	3	6	5	7	5	4	18
79	Experts	Empathy	Emotional	Responsible	36	3	5	5	5	4	5	18
79	Experts	Empathy	Emotional	Responsible	29	2	7	6	5	4	6	18
79	Experts	Empathy	Emotional	Responsible	24	2	6	3	7	5	4	18
79	Experts	Empathy	Emotional	Responsible	22	2	6	6	7	4	5	18
80	Experts	Compassion	Emotional	Responsible	30	2	6	7	NA	NA	5	17
80	Experts	Compassion	Emotional	Responsible	36	2	7	7	6	6	8	17
80	Experts	Compassion	Emotional	Responsible	29	1	9	8	8	NA	8	17
80	Experts	Compassion	Emotional	Responsible	24	1	8	8	7	6	8	17
80	Experts	Compassion	Emotional	Responsible	22	1	8	7	6	6	8	17
80	Experts	Empathy	Emotional	Responsible	20	2	7	7	5	NA	8	17
80	Experts	Empathy	Emotional	Responsible	28	1	5	6	7	6	8	17
80	Experts	Empathy	Emotional	Responsible	35	3	7	6	NA	3	8	17
80	Experts	Empathy	Emotional	Responsible	33	1	8	8	7	7	8	17
80	Experts	Empathy	Emotional	Responsible	34	1	5	7	6	6	8	17
4	Novices	Compassion	Neutral	Responsible	62	5	4	3	NA	NA	NA	12
4	Novices	Compassion	Neutral	Responsible	65	5	6	5	NA	NA	NA	12
4	Novices	Compassion	Neutral	Responsible	67	6	4	3	NA	NA	NA	12
4	Novices	Compassion	Neutral	Responsible	55	6	3	3	5	NA	NA	12
4	Novices	Compassion	Neutral	Responsible	39	8	4	4	6	NA	NA	12
4	Novices	Compassion	Neutral	Responsible	63	5	3	4	NA	NA	NA	12
4	Novices	Empathy	Neutral	Responsible	53	5	5	5	NA	NA	NA	12
4	Novices	Empathy	Neutral	Responsible	54	5	6	4	NA	NA	5	12
4	Novices	Empathy	Neutral	Responsible	61	5	4	2	6	5	NA	12
4	Novices	Empathy	Neutral	Responsible	57	5	5	5	7	6	NA	12
4	Novices	Empathy	Neutral	Responsible	70	5	5	5	7	6	NA	12
7	Novices	Compassion	Neutral	Responsible	54	7	6	5	6	7	3	12
7	Novices	Compassion	Neutral	Responsible	61	7	6	4	7	7	2	12
7	Novices	Compassion	Neutral	Responsible	53	6	3	3	2	2	6	12
7	Novices	Compassion	Neutral	Responsible	62	6	7	4	7	7	6	12
7	Novices	Compassion	Neutral	Responsible	65	6	3	4	6	6	3	12
7	Novices	Compassion	Neutral	Responsible	67	2	1	1	8	8	1	12
7	Novices	Empathy	Neutral	Responsible	39	7	5	6	7	7	5	12
7	Novices	Empathy	Neutral	Responsible	55	6	3	3	7	7	NA	12
7	Novices	Empathy	Neutral	Responsible	63	4	3	2	NA	NA	NA	12
7	Novices	Empathy	Neutral	Responsible	57	5	5	5	6	6	3	12
7	Novices	Empathy	Neutral	Responsible	70	7	6	5	8	8	4	12
10	Novices	Compassion	Neutral	Responsible	61	9	6	3	7	8	3	13
10	Novices	Compassion	Neutral	Responsible	57	9	4	4	8	8	3	13
10	Novices	Compassion	Neutral	Responsible	70	9	7	7	6	8	6	13
10	Novices	Compassion	Neutral	Responsible	53	9	7	5	7	4	8	13
10	Novices	Compassion	Neutral	Responsible	54	9	7	7	7	6	8	13
10	Novices	Empathy	Neutral	Responsible	62	8	9	7	3	2	8	13
10	Novices	Empathy	Neutral	Responsible	65	9	8	7	3	NA	NA	13
10	Novices	Empathy	Neutral	Responsible	63	5	5	6	3	2	6	13
10	Novices	Empathy	Neutral	Responsible	67	5	2	1	7	7	NA	13
10	Novices	Empathy	Neutral	Responsible	55	5	5	5	8	7	3	13
10	Novices	Empathy	Neutral	Responsible	39	9	7	6	3	3	8	13
12	Novices	Compassion	Neutral	Responsible	46	4	3	3	5	NA	5	21
12	Novices	Compassion	Neutral	Responsible	37	5	1	1	5	NA	5	21
12	Novices	Compassion	Neutral	Responsible	52	5	2	1	3	NA	NA	21
12	Novices	Compassion	Neutral	Responsible	45	4	5	2	NA	NA	NA	21
12	Novices	Empathy	Neutral	Responsible	47	5	3	3	NA	NA	NA	21
12	Novices	Empathy	Neutral	Responsible	49	5	1	1	NA	NA	NA	21
12	Novices	Empathy	Neutral	Responsible	50	6	2	1	NA	NA	NA	21
12	Novices	Empathy	Neutral	Responsible	51	7	5	5	NA	NA	5	21
12	Novices	Empathy	Neutral	Responsible	43	5	6	4	NA	4	5	21
16	Novices	Compassion	Neutral	Responsible	55	5	2	2	NA	NA	NA	16
16	Novices	Compassion	Neutral	Responsible	63	4	2	1	NA	3	5	16
16	Novices	Compassion	Neutral	Responsible	57	5	3	2	NA	NA	6	16
16	Novices	Compassion	Neutral	Responsible	61	7	3	3	NA	NA	5	16
16	Novices	Compassion	Neutral	Responsible	54	7	3	4	NA	NA	NA	16
16	Novices	Empathy	Neutral	Responsible	53	5	1	1	NA	NA	NA	16
16	Novices	Empathy	Neutral	Responsible	67	5	1	1	NA	NA	NA	16
16	Novices	Empathy	Neutral	Responsible	62	5	1	1	NA	NA	6	16
16	Novices	Empathy	Neutral	Responsible	65	8	6	7	NA	NA	6	16
16	Novices	Empathy	Neutral	Responsible	70	7	3	3	NA	NA	6	16
17	Novices	Compassion	Neutral	Responsible	55	4	4	3	NA	NA	NA	4
17	Novices	Compassion	Neutral	Responsible	63	6	6	6	NA	NA	5	4
17	Novices	Compassion	Neutral	Responsible	57	7	6	5	7	6	NA	4
17	Novices	Compassion	Neutral	Responsible	61	5	3	3	5	NA	NA	4
17	Novices	Compassion	Neutral	Responsible	54	6	4	3	NA	NA	NA	4
18	Novices	Compassion	Neutral	Responsible	61	8	6	4	5	5	5	24
18	Novices	Compassion	Neutral	Responsible	57	5	5	1	6	NA	2	24
18	Novices	Compassion	Neutral	Responsible	70	8	7	8	5	6	NA	24
18	Novices	Compassion	Neutral	Responsible	53	3	5	5	1	1	6	24
18	Novices	Compassion	Neutral	Responsible	54	5	5	5	NA	NA	NA	24
18	Novices	Empathy	Neutral	Responsible	62	7	5	3	NA	NA	NA	24
18	Novices	Empathy	Neutral	Responsible	65	5	5	5	NA	NA	NA	24
18	Novices	Empathy	Neutral	Responsible	63	5	4	1	NA	NA	NA	24
18	Novices	Empathy	Neutral	Responsible	67	5	1	1	NA	6	1	24
18	Novices	Empathy	Neutral	Responsible	55	5	1	1	NA	NA	1	24
18	Novices	Empathy	Neutral	Responsible	39	6	5	2	6	6	1	24
19	Novices	Compassion	Neutral	Responsible	55	5	3	3	6	NA	1	12
19	Novices	Compassion	Neutral	Responsible	63	5	3	3	3	3	1	12
19	Novices	Compassion	Neutral	Responsible	65	5	4	4	2	NA	1	12
19	Novices	Compassion	Neutral	Responsible	70	6	5	5	5	5	1	12
19	Novices	Compassion	Neutral	Responsible	57	5	3	3	5	5	1	12
19	Novices	Empathy	Neutral	Responsible	53	5	3	3	1	NA	1	12
19	Novices	Empathy	Neutral	Responsible	54	5	3	3	1	NA	1	12
19	Novices	Empathy	Neutral	Responsible	61	4	4	4	NA	NA	1	12
19	Novices	Empathy	Neutral	Responsible	67	5	3	3	5	5	1	12
19	Novices	Empathy	Neutral	Responsible	62	5	3	3	3	NA	1	12
22	Novices	Compassion	Neutral	Responsible	47	7	6	5	NA	NA	NA	16
22	Novices	Compassion	Neutral	Responsible	49	6	2	1	NA	NA	NA	16
22	Novices	Compassion	Neutral	Responsible	43	8	7	7	6	8	NA	16
22	Novices	Compassion	Neutral	Responsible	50	5	1	1	NA	NA	NA	16
22	Novices	Compassion	Neutral	Responsible	51	7	6	5	7	NA	NA	16
22	Novices	Empathy	Neutral	Responsible	52	6	2	2	NA	NA	NA	16
22	Novices	Empathy	Neutral	Responsible	45	6	2	2	NA	NA	NA	16
22	Novices	Empathy	Neutral	Responsible	46	6	2	2	NA	NA	NA	16
22	Novices	Empathy	Neutral	Responsible	37	5	1	1	NA	NA	NA	16
26	Novices	Compassion	Neutral	Responsible	39	5	2	5	NA	NA	NA	16
26	Novices	Compassion	Neutral	Responsible	47	5	5	5	NA	NA	NA	16
26	Novices	Compassion	Neutral	Responsible	37	5	2	2	NA	NA	NA	16
26	Novices	Compassion	Neutral	Responsible	43	5	4	4	NA	NA	5	16
26	Novices	Compassion	Neutral	Responsible	51	5	3	3	NA	NA	NA	16
26	Novices	Empathy	Neutral	Responsible	50	5	4	3	NA	NA	NA	16
26	Novices	Empathy	Neutral	Responsible	52	7	5	5	NA	NA	NA	16
26	Novices	Empathy	Neutral	Responsible	49	9	5	5	NA	NA	NA	16
26	Novices	Empathy	Neutral	Responsible	45	5	2	2	NA	NA	NA	16
26	Novices	Empathy	Neutral	Responsible	46	7	5	5	NA	NA	5	16
28	Novices	Compassion	Neutral	Responsible	50	6	4	4	5	5	2	3
28	Novices	Compassion	Neutral	Responsible	46	6	2	2	6	6	NA	3
28	Novices	Compassion	Neutral	Responsible	39	4	6	5	4	3	6	3
28	Novices	Compassion	Neutral	Responsible	52	6	3	4	5	NA	NA	3
28	Novices	Compassion	Neutral	Responsible	37	5	2	3	6	NA	NA	3
28	Novices	Empathy	Neutral	Responsible	47	8	7	7	7	7	NA	3
28	Novices	Empathy	Neutral	Responsible	49	6	4	4	6	6	NA	3
28	Novices	Empathy	Neutral	Responsible	51	8	5	5	7	7	6	3
28	Novices	Empathy	Neutral	Responsible	43	7	7	7	4	NA	6	3
28	Novices	Empathy	Neutral	Responsible	45	5	1	1	NA	NA	NA	3
29	Novices	Compassion	Neutral	Responsible	61	5	5	5	6	7	NA	36
29	Novices	Compassion	Neutral	Responsible	62	6	6	6	6	6	6	36
29	Novices	Compassion	Neutral	Responsible	63	6	6	6	3	3	5	36
29	Novices	Compassion	Neutral	Responsible	55	6	6	6	5	5	5	36
29	Novices	Compassion	Neutral	Responsible	70	6	6	6	3	3	6	36
29	Novices	Empathy	Neutral	Responsible	65	6	6	6	5	4	5	36
29	Novices	Empathy	Neutral	Responsible	57	5	6	6	6	6	5	36
29	Novices	Empathy	Neutral	Responsible	53	7	7	7	2	2	7	36
29	Novices	Empathy	Neutral	Responsible	54	6	6	6	3	3	6	36
29	Novices	Empathy	Neutral	Responsible	67	5	5	6	7	7	NA	36
30	Novices	Compassion	Neutral	Responsible	51	9	7	6	NA	NA	NA	14
30	Novices	Compassion	Neutral	Responsible	46	7	5	5	NA	NA	NA	14
30	Novices	Compassion	Neutral	Responsible	43	7	5	5	NA	NA	NA	14
30	Novices	Compassion	Neutral	Responsible	49	7	5	4	NA	NA	NA	14
30	Novices	Compassion	Neutral	Responsible	37	7	3	3	NA	NA	NA	14
30	Novices	Empathy	Neutral	Responsible	47	8	8	6	NA	NA	NA	14
30	Novices	Empathy	Neutral	Responsible	52	5	3	3	NA	NA	NA	14
30	Novices	Empathy	Neutral	Responsible	50	6	3	3	NA	NA	NA	14
30	Novices	Empathy	Neutral	Responsible	45	6	2	1	NA	NA	NA	14
30	Novices	Empathy	Neutral	Responsible	39	6	4	3	NA	NA	NA	14
32	Novices	Compassion	Neutral	Responsible	55	5	1	1	5	NA	1	5
32	Novices	Compassion	Neutral	Responsible	61	5	1	1	6	5	1	5
32	Novices	Compassion	Neutral	Responsible	53	5	1	1	5	NA	1	5
32	Novices	Compassion	Neutral	Responsible	70	5	1	1	NA	NA	1	5
32	Novices	Compassion	Neutral	Responsible	57	5	1	1	6	5	1	5
32	Novices	Empathy	Neutral	Responsible	65	5	1	1	NA	NA	1	5
32	Novices	Empathy	Neutral	Responsible	54	5	1	1	NA	NA	1	5
32	Novices	Empathy	Neutral	Responsible	67	5	1	1	5	NA	1	5
32	Novices	Empathy	Neutral	Responsible	62	7	6	6	6	NA	1	5
32	Novices	Empathy	Neutral	Responsible	63	5	1	1	7	NA	1	5
34	Novices	Compassion	Neutral	Responsible	51	8	8	7	7	7	5	5
34	Novices	Compassion	Neutral	Responsible	39	8	8	4	6	6	5	5
34	Novices	Compassion	Neutral	Responsible	52	4	2	2	6	4	4	5
34	Novices	Compassion	Neutral	Responsible	43	8	8	4	6	8	5	5
34	Novices	Compassion	Neutral	Responsible	46	7	6	4	7	7	4	5
34	Novices	Empathy	Neutral	Responsible	37	5	5	3	8	8	4	5
34	Novices	Empathy	Neutral	Responsible	50	6	2	1	7	7	4	5
34	Novices	Empathy	Neutral	Responsible	45	5	2	1	6	5	3	5
34	Novices	Empathy	Neutral	Responsible	47	7	7	3	4	8	4	5
34	Novices	Empathy	Neutral	Responsible	49	5	6	2	8	8	3	5
35	Novices	Compassion	Neutral	Responsible	51	8	6	6	6	7	6	3
