subject	group	condition	stimtype	context	videoname	trialrank	code	cue	response	rt	zoom
18	Novices	Compassion	Emotional	Not-responsible	28	4	102	Approach	correct	370.1	in
18	Novices	Compassion	Emotional	Not-responsible	33	1	103	Avoid	correct	580.3	out
18	Novices	Compassion	Emotional	Not-responsible	33	2	103	Avoid	correct	377.2	out
18	Novices	Compassion	Emotional	Not-responsible	33	3	102	Approach	correct	564.8	in
18	Novices	Compassion	Emotional	Not-responsible	33	4	102	Approach	correct	422.4	in
18	Novices	Compassion	Emotional	Not-responsible	34	1	102	Approach	correct	629.2	in
18	Novices	Compassion	Emotional	Not-responsible	34	2	103	Avoid	correct	309.7	out
18	Novices	Compassion	Emotional	Not-responsible	34	3	103	Avoid	correct	682.4	out
18	Novices	Compassion	Emotional	Not-responsible	34	4	102	Approach	correct	358.8	in
18	Novices	Compassion	Emotional	Responsible	11	1	101	Avoid	correct	727.3	out
18	Novices	Compassion	Emotional	Responsible	11	2	100	Approach	correct	1041.3	in
18	Novices	Compassion	Emotional	Responsible	11	3	100	Approach	correct	517.7	in
18	Novices	Compassion	Emotional	Responsible	11	4	101	Avoid	correct	366.4	out
18	Novices	Compassion	Emotional	Responsible	17	1	100	Approach	correct	535.5	in
18	Novices	Compassion	Emotional	Responsible	17	2	101	Avoid	correct	590.1	out
18	Novices	Compassion	Emotional	Responsible	17	3	101	Avoid	correct	608.3	out
18	Novices	Compassion	Emotional	Responsible	17	4	100	Approach	correct	364.7	in
18	Novices	Compassion	Emotional	Responsible	29	1	101	Avoid	correct	950.3	out
18	Novices	Compassion	Emotional	Responsible	29	2	100	Approach	correct	773.6	in
18	Novices	Compassion	Emotional	Responsible	29	3	101	Avoid	correct	683	out
18	Novices	Compassion	Emotional	Responsible	29	4	100	Approach	correct	724.1	in
18	Novices	Compassion	Emotional	Responsible	6	1	101	Avoid	correct	415	out
18	Novices	Compassion	Emotional	Responsible	6	2	100	Approach	correct	482.5	in
18	Novices	Compassion	Emotional	Responsible	6	3	100	Approach	correct	564.8	in
18	Novices	Compassion	Emotional	Responsible	6	4	101	Avoid	correct	331.1	out
18	Novices	Compassion	Emotional	Responsible	9	1	100	Approach	correct	777.5	in
18	Novices	Compassion	Emotional	Responsible	9	2	101	Avoid	correct	404.3	out
18	Novices	Compassion	Emotional	Responsible	9	3	101	Avoid	correct	816.6	out
18	Novices	Compassion	Emotional	Responsible	9	4	100	Approach	correct	585.3	in
18	Novices	Compassion	Neutral	Not-responsible	37	1	107	Avoid	correct	572.7	out
18	Novices	Compassion	Neutral	Not-responsible	37	2	107	Avoid	correct	575	out
18	Novices	Compassion	Neutral	Not-responsible	37	3	106	Approach	correct	517.7	in
18	Novices	Compassion	Neutral	Not-responsible	37	4	106	Approach	correct	365.3	in
18	Novices	Compassion	Neutral	Not-responsible	43	1	106	Approach	correct	308.3	in
18	Novices	Compassion	Neutral	Not-responsible	43	2	107	Avoid	correct	466.5	out
18	Novices	Compassion	Neutral	Not-responsible	43	3	107	Avoid	correct	705.1	out
18	Novices	Compassion	Neutral	Not-responsible	43	4	107	Avoid	correct	655.1	out
18	Novices	Compassion	Neutral	Not-responsible	45	1	107	Avoid	correct	889.9	out
18	Novices	Compassion	Neutral	Not-responsible	45	2	106	Approach	correct	455.1	in
18	Novices	Compassion	Neutral	Not-responsible	45	3	107	Avoid	correct	462.5	out
18	Novices	Compassion	Neutral	Not-responsible	45	4	107	Avoid	correct	709.5	out
18	Novices	Compassion	Neutral	Not-responsible	47	1	107	Avoid	correct	856.1	out
18	Novices	Compassion	Neutral	Not-responsible	47	2	106	Approach	correct	539	in
18	Novices	Compassion	Neutral	Not-responsible	47	3	106	Approach	correct	286	in
18	Novices	Compassion	Neutral	Not-responsible	47	4	106	Approach	incorrect	321.2	out
18	Novices	Compassion	Neutral	Not-responsible	50	1	106	Approach	correct	282.6	in
18	Novices	Compassion	Neutral	Not-responsible	50	2	107	Avoid	correct	317.7	out
18	Novices	Compassion	Neutral	Not-responsible	50	3	106	Approach	correct	450.5	in
18	Novices	Compassion	Neutral	Not-responsible	50	4	106	Approach	incorrect	800	out
18	Novices	Compassion	Neutral	Responsible	53	1	105	Avoid	correct	700.8	out
18	Novices	Compassion	Neutral	Responsible	53	2	105	Avoid	correct	482.4	out
18	Novices	Compassion	Neutral	Responsible	53	3	105	Avoid	correct	649.9	out
18	Novices	Compassion	Neutral	Responsible	53	4	104	Approach	correct	400	in
18	Novices	Compassion	Neutral	Responsible	54	1	104	Approach	correct	898.5	in
18	Novices	Compassion	Neutral	Responsible	54	2	105	Avoid	correct	454.3	out
18	Novices	Compassion	Neutral	Responsible	54	3	105	Avoid	correct	544.7	out
18	Novices	Compassion	Neutral	Responsible	54	4	105	Avoid	correct	647	out
18	Novices	Compassion	Neutral	Responsible	57	1	105	Avoid	correct	282.4	out
18	Novices	Compassion	Neutral	Responsible	57	2	104	Approach	incorrect	338	out
18	Novices	Compassion	Neutral	Responsible	57	3	104	Approach	correct	410.8	in
18	Novices	Compassion	Neutral	Responsible	57	4	104	Approach	correct	682.4	in
18	Novices	Compassion	Neutral	Responsible	61	1	105	Avoid	correct	649.3	out
18	Novices	Compassion	Neutral	Responsible	61	2	105	Avoid	correct	375.1	out
18	Novices	Compassion	Neutral	Responsible	61	3	104	Approach	correct	492.1	in
18	Novices	Compassion	Neutral	Responsible	61	4	104	Approach	correct	269.6	in
18	Novices	Compassion	Neutral	Responsible	70	1	104	Approach	correct	957.1	in
18	Novices	Compassion	Neutral	Responsible	70	2	105	Avoid	correct	400	out
18	Novices	Compassion	Neutral	Responsible	70	3	104	Approach	correct	564.8	in
18	Novices	Compassion	Neutral	Responsible	70	4	104	Approach	correct	465	in
18	Novices	Empathy	Emotional	Not-responsible	20	1	103	Avoid	correct	537.9	out
18	Novices	Empathy	Emotional	Not-responsible	20	2	102	Approach	correct	665.4	in
18	Novices	Empathy	Emotional	Not-responsible	20	3	103	Avoid	correct	827.7	out
18	Novices	Empathy	Emotional	Not-responsible	20	4	102	Approach	correct	317.7	in
18	Novices	Empathy	Emotional	Not-responsible	30	1	102	Approach	correct	882.9	in
18	Novices	Empathy	Emotional	Not-responsible	30	2	103	Avoid	correct	727.5	out
18	Novices	Empathy	Emotional	Not-responsible	30	3	102	Approach	correct	390.9	in
18	Novices	Empathy	Emotional	Not-responsible	30	4	103	Avoid	NA	NA	NA
18	Novices	Empathy	Emotional	Not-responsible	35	1	102	Approach	correct	317.7	in
18	Novices	Empathy	Emotional	Not-responsible	35	2	103	Avoid	correct	364.8	out
18	Novices	Empathy	Emotional	Not-responsible	35	3	102	Approach	correct	647	in
18	Novices	Empathy	Emotional	Not-responsible	35	4	103	Avoid	correct	317.7	out
18	Novices	Empathy	Emotional	Not-responsible	36	1	103	Avoid	correct	1200	out
18	Novices	Empathy	Emotional	Not-responsible	36	2	102	Approach	correct	546.9	in
18	Novices	Empathy	Emotional	Not-responsible	36	3	102	Approach	correct	964.8	in
18	Novices	Empathy	Emotional	Not-responsible	36	4	103	Avoid	correct	746.1	out
18	Novices	Empathy	Emotional	Responsible	1	1	100	Approach	correct	649.9	in
18	Novices	Empathy	Emotional	Responsible	1	2	100	Approach	correct	772.1	in
18	Novices	Empathy	Emotional	Responsible	1	3	101	Avoid	correct	702.6	out
18	Novices	Empathy	Emotional	Responsible	1	4	101	Avoid	correct	529.6	out
18	Novices	Empathy	Emotional	Responsible	10	1	101	Avoid	correct	756	out
18	Novices	Empathy	Emotional	Responsible	10	2	100	Approach	correct	374.7	in
18	Novices	Empathy	Emotional	Responsible	10	3	101	Avoid	correct	564.8	out
18	Novices	Empathy	Emotional	Responsible	10	4	100	Approach	correct	604.5	in
18	Novices	Empathy	Emotional	Responsible	15	1	101	Avoid	correct	568.4	out
18	Novices	Empathy	Emotional	Responsible	15	2	101	Avoid	correct	517.7	out
18	Novices	Empathy	Emotional	Responsible	15	3	100	Approach	correct	298.7	in
18	Novices	Empathy	Emotional	Responsible	15	4	100	Approach	correct	485.7	in
18	Novices	Empathy	Emotional	Responsible	18	1	100	Approach	correct	1164.7	in
18	Novices	Empathy	Emotional	Responsible	18	2	100	Approach	correct	364.8	in
18	Novices	Empathy	Emotional	Responsible	18	3	101	Avoid	correct	389.9	out
18	Novices	Empathy	Emotional	Responsible	18	4	101	Avoid	correct	672	out
18	Novices	Empathy	Emotional	Responsible	3	1	100	Approach	correct	800	in
18	Novices	Empathy	Emotional	Responsible	3	2	100	Approach	correct	524.6	in
18	Novices	Empathy	Emotional	Responsible	3	3	101	Avoid	correct	455.7	out
18	Novices	Empathy	Emotional	Responsible	3	4	101	Avoid	correct	531.4	out
18	Novices	Empathy	Emotional	Responsible	5	1	101	Avoid	correct	448.8	out
18	Novices	Empathy	Emotional	Responsible	5	2	100	Approach	correct	503.1	in
18	Novices	Empathy	Emotional	Responsible	5	3	100	Approach	correct	504.6	in
18	Novices	Empathy	Emotional	Responsible	5	4	101	Avoid	correct	372.8	out
18	Novices	Empathy	Neutral	Not-responsible	46	1	106	Approach	correct	461.3	in
18	Novices	Empathy	Neutral	Not-responsible	46	2	107	Avoid	correct	364.8	out
18	Novices	Empathy	Neutral	Not-responsible	46	3	106	Approach	correct	505.2	in
18	Novices	Empathy	Neutral	Not-responsible	46	4	106	Approach	correct	502.7	in
18	Novices	Empathy	Neutral	Not-responsible	49	1	107	Avoid	correct	734	out
18	Novices	Empathy	Neutral	Not-responsible	49	2	107	Avoid	correct	497.3	out
18	Novices	Empathy	Neutral	Not-responsible	49	3	106	Approach	correct	482.4	in
18	Novices	Empathy	Neutral	Not-responsible	49	4	107	Avoid	incorrect	282.4	in
18	Novices	Empathy	Neutral	Not-responsible	51	1	107	Avoid	correct	556	out
18	Novices	Empathy	Neutral	Not-responsible	51	2	106	Approach	correct	337.6	in
18	Novices	Empathy	Neutral	Not-responsible	51	3	107	Avoid	correct	573.3	out
18	Novices	Empathy	Neutral	Not-responsible	51	4	106	Approach	correct	689.1	in
18	Novices	Empathy	Neutral	Not-responsible	52	1	107	Avoid	correct	499.6	out
18	Novices	Empathy	Neutral	Not-responsible	52	2	106	Approach	correct	295.4	in
18	Novices	Empathy	Neutral	Not-responsible	52	3	107	Avoid	correct	309.3	out
18	Novices	Empathy	Neutral	Not-responsible	52	4	106	Approach	correct	263.9	in
18	Novices	Empathy	Neutral	Responsible	39	1	104	Approach	incorrect	546.9	out
18	Novices	Empathy	Neutral	Responsible	39	2	104	Approach	correct	400.1	in
18	Novices	Empathy	Neutral	Responsible	39	3	104	Approach	correct	659.6	in
18	Novices	Empathy	Neutral	Responsible	39	4	105	Avoid	correct	367.8	out
18	Novices	Empathy	Neutral	Responsible	55	1	105	Avoid	correct	518.9	out
18	Novices	Empathy	Neutral	Responsible	55	2	105	Avoid	incorrect	543.6	in
18	Novices	Empathy	Neutral	Responsible	55	3	105	Avoid	correct	419.3	out
18	Novices	Empathy	Neutral	Responsible	55	4	104	Approach	correct	548.6	in
18	Novices	Empathy	Neutral	Responsible	62	1	104	Approach	correct	882.4	in
18	Novices	Empathy	Neutral	Responsible	62	2	104	Approach	correct	301.9	in
18	Novices	Empathy	Neutral	Responsible	62	3	104	Approach	correct	589.5	in
18	Novices	Empathy	Neutral	Responsible	62	4	105	Avoid	correct	348.8	out
18	Novices	Empathy	Neutral	Responsible	63	1	105	Avoid	correct	1082.4	out
18	Novices	Empathy	Neutral	Responsible	63	2	105	Avoid	correct	601.4	out
18	Novices	Empathy	Neutral	Responsible	63	3	105	Avoid	correct	581.2	out
18	Novices	Empathy	Neutral	Responsible	63	4	105	Avoid	correct	844.6	out
18	Novices	Empathy	Neutral	Responsible	65	1	104	Approach	correct	483.2	in
18	Novices	Empathy	Neutral	Responsible	65	2	104	Approach	correct	533.2	in
18	Novices	Empathy	Neutral	Responsible	65	3	104	Approach	correct	507.1	in
18	Novices	Empathy	Neutral	Responsible	65	4	104	Approach	correct	333.5	in
18	Novices	Empathy	Neutral	Responsible	67	1	104	Approach	correct	664.8	in
18	Novices	Empathy	Neutral	Responsible	67	2	105	Avoid	correct	528.3	out
18	Novices	Empathy	Neutral	Responsible	67	3	105	Avoid	correct	1291.6	out
18	Novices	Empathy	Neutral	Responsible	67	4	104	Approach	correct	1062.7	in
19	Novices	Compassion	Emotional	Not-responsible	20	1	103	Avoid	correct	662.1	out
19	Novices	Compassion	Emotional	Not-responsible	20	2	102	Approach	correct	364.7	in
19	Novices	Compassion	Emotional	Not-responsible	20	3	103	Avoid	correct	357.8	out
19	Novices	Compassion	Emotional	Not-responsible	20	4	102	Approach	correct	484.2	in
19	Novices	Compassion	Emotional	Not-responsible	24	1	103	Avoid	correct	525.2	out
19	Novices	Compassion	Emotional	Not-responsible	24	2	102	Approach	correct	585.6	in
19	Novices	Compassion	Emotional	Not-responsible	24	3	103	Avoid	correct	517.7	out
19	Novices	Compassion	Emotional	Not-responsible	24	4	102	Approach	correct	546.6	in
19	Novices	Compassion	Emotional	Not-responsible	28	1	102	Approach	correct	517.7	in
19	Novices	Compassion	Emotional	Not-responsible	28	2	103	Avoid	correct	537	out
19	Novices	Compassion	Emotional	Not-responsible	28	3	103	Avoid	correct	512.7	out
19	Novices	Compassion	Emotional	Not-responsible	28	4	102	Approach	correct	517.7	in
19	Novices	Compassion	Emotional	Not-responsible	33	1	103	Avoid	correct	724.3	out
19	Novices	Compassion	Emotional	Not-responsible	33	2	103	Avoid	correct	347.1	out
19	Novices	Compassion	Emotional	Not-responsible	33	3	102	Approach	correct	520.5	in
19	Novices	Compassion	Emotional	Not-responsible	33	4	102	Approach	correct	457.8	in
19	Novices	Compassion	Emotional	Not-responsible	35	1	102	Approach	correct	635.4	in
19	Novices	Compassion	Emotional	Not-responsible	35	2	103	Avoid	correct	450.8	out
19	Novices	Compassion	Emotional	Not-responsible	35	3	102	Approach	correct	649	in
19	Novices	Compassion	Emotional	Not-responsible	35	4	103	Avoid	correct	452.3	out
19	Novices	Compassion	Emotional	Responsible	1	1	100	Approach	correct	600.1	in
19	Novices	Compassion	Emotional	Responsible	1	2	100	Approach	correct	531	in
19	Novices	Compassion	Emotional	Responsible	1	3	101	Avoid	correct	446.2	out
19	Novices	Compassion	Emotional	Responsible	1	4	101	Avoid	correct	449.5	out
19	Novices	Compassion	Emotional	Responsible	11	1	101	Avoid	correct	604.8	out
19	Novices	Compassion	Emotional	Responsible	11	2	100	Approach	correct	608.7	in
19	Novices	Compassion	Emotional	Responsible	11	3	100	Approach	correct	612.7	in
19	Novices	Compassion	Emotional	Responsible	11	4	101	Avoid	correct	549.7	out
19	Novices	Compassion	Emotional	Responsible	15	1	101	Avoid	correct	604.1	out
19	Novices	Compassion	Emotional	Responsible	15	2	101	Avoid	correct	498.7	out
19	Novices	Compassion	Emotional	Responsible	15	3	100	Approach	correct	564.8	in
19	Novices	Compassion	Emotional	Responsible	15	4	100	Approach	correct	717.7	in
19	Novices	Compassion	Emotional	Responsible	18	1	100	Approach	incorrect	864.1	out
19	Novices	Compassion	Emotional	Responsible	18	2	100	Approach	correct	537.6	in
19	Novices	Compassion	Emotional	Responsible	18	3	101	Avoid	correct	702.1	out
19	Novices	Compassion	Emotional	Responsible	18	4	101	Avoid	correct	566.7	out
19	Novices	Compassion	Emotional	Responsible	9	1	100	Approach	correct	641.8	in
19	Novices	Compassion	Emotional	Responsible	9	2	101	Avoid	correct	694.5	out
19	Novices	Compassion	Emotional	Responsible	9	3	101	Avoid	correct	517.7	out
19	Novices	Compassion	Emotional	Responsible	9	4	100	Approach	correct	440.8	in
19	Novices	Compassion	Neutral	Not-responsible	37	1	106	Approach	correct	487.1	in
19	Novices	Compassion	Neutral	Not-responsible	37	2	107	Avoid	correct	600.1	out
19	Novices	Compassion	Neutral	Not-responsible	37	3	106	Approach	correct	621.5	in
19	Novices	Compassion	Neutral	Not-responsible	37	4	106	Approach	correct	506.1	in
19	Novices	Compassion	Neutral	Not-responsible	45	1	106	Approach	correct	600	in
19	Novices	Compassion	Neutral	Not-responsible	45	2	106	Approach	correct	586	in
19	Novices	Compassion	Neutral	Not-responsible	45	3	106	Approach	correct	600	in
19	Novices	Compassion	Neutral	Not-responsible	45	4	107	Avoid	correct	717.7	out
19	Novices	Compassion	Neutral	Not-responsible	46	1	107	Avoid	correct	625.3	out
19	Novices	Compassion	Neutral	Not-responsible	46	2	107	Avoid	correct	574.1	out
19	Novices	Compassion	Neutral	Not-responsible	46	3	106	Approach	correct	658	in
19	Novices	Compassion	Neutral	Not-responsible	46	4	106	Approach	correct	635.5	in
19	Novices	Compassion	Neutral	Not-responsible	49	1	107	Avoid	correct	600.5	out
19	Novices	Compassion	Neutral	Not-responsible	49	2	107	Avoid	correct	409.5	out
19	Novices	Compassion	Neutral	Not-responsible	49	3	107	Avoid	correct	544.1	out
19	Novices	Compassion	Neutral	Not-responsible	49	4	107	Avoid	correct	539.9	out
19	Novices	Compassion	Neutral	Not-responsible	51	1	107	Avoid	correct	482.4	out
19	Novices	Compassion	Neutral	Not-responsible	51	2	107	Avoid	correct	403.8	out
19	Novices	Compassion	Neutral	Not-responsible	51	3	107	Avoid	correct	573.7	out
19	Novices	Compassion	Neutral	Not-responsible	51	4	106	Approach	correct	482.4	in
19	Novices	Compassion	Neutral	Responsible	55	1	105	Avoid	correct	643.7	out
19	Novices	Compassion	Neutral	Responsible	55	2	105	Avoid	correct	373	out
19	Novices	Compassion	Neutral	Responsible	55	3	105	Avoid	correct	351.2	out
19	Novices	Compassion	Neutral	Responsible	55	4	104	Approach	incorrect	380.4	out
19	Novices	Compassion	Neutral	Responsible	57	1	105	Avoid	correct	740.1	out
19	Novices	Compassion	Neutral	Responsible	57	2	104	Approach	correct	739.5	in
19	Novices	Compassion	Neutral	Responsible	57	3	104	Approach	incorrect	485.2	out
19	Novices	Compassion	Neutral	Responsible	57	4	104	Approach	correct	586.9	in
19	Novices	Compassion	Neutral	Responsible	63	1	105	Avoid	correct	585.7	out
19	Novices	Compassion	Neutral	Responsible	63	2	105	Avoid	correct	464.4	out
19	Novices	Compassion	Neutral	Responsible	63	3	105	Avoid	correct	459.6	out
19	Novices	Compassion	Neutral	Responsible	63	4	105	Avoid	correct	564.7	out
19	Novices	Compassion	Neutral	Responsible	65	1	104	Approach	correct	702.6	in
19	Novices	Compassion	Neutral	Responsible	65	2	104	Approach	correct	533.1	in
19	Novices	Compassion	Neutral	Responsible	65	3	104	Approach	correct	600	in
19	Novices	Compassion	Neutral	Responsible	65	4	104	Approach	correct	542.2	in
19	Novices	Compassion	Neutral	Responsible	70	1	104	Approach	correct	482.5	in
19	Novices	Compassion	Neutral	Responsible	70	2	104	Approach	correct	487	in
19	Novices	Compassion	Neutral	Responsible	70	3	105	Avoid	correct	457.5	out
19	Novices	Compassion	Neutral	Responsible	70	4	104	Approach	NA	NA	NA
19	Novices	Empathy	Emotional	Not-responsible	22	1	102	Approach	correct	427.7	in
19	Novices	Empathy	Emotional	Not-responsible	22	2	102	Approach	correct	438.2	in
19	Novices	Empathy	Emotional	Not-responsible	22	3	103	Avoid	correct	443.3	out
19	Novices	Empathy	Emotional	Not-responsible	22	4	103	Avoid	correct	427.9	out
19	Novices	Empathy	Emotional	Not-responsible	29	1	103	Avoid	correct	696.1	out
19	Novices	Empathy	Emotional	Not-responsible	29	2	102	Approach	correct	602.5	in
19	Novices	Empathy	Emotional	Not-responsible	29	3	103	Avoid	correct	567	out
19	Novices	Empathy	Emotional	Not-responsible	29	4	102	Approach	correct	706.9	in
19	Novices	Empathy	Emotional	Not-responsible	30	1	102	Approach	correct	484.8	in
19	Novices	Empathy	Emotional	Not-responsible	30	2	103	Avoid	correct	613.5	out
19	Novices	Empathy	Emotional	Not-responsible	30	3	102	Approach	correct	484	in
19	Novices	Empathy	Emotional	Not-responsible	30	4	103	Avoid	correct	410.4	out
19	Novices	Empathy	Emotional	Not-responsible	34	1	102	Approach	correct	489.2	in
19	Novices	Empathy	Emotional	Not-responsible	34	2	103	Avoid	correct	564.7	out
19	Novices	Empathy	Emotional	Not-responsible	34	3	103	Avoid	correct	614.2	out
19	Novices	Empathy	Emotional	Not-responsible	34	4	102	Approach	correct	495.3	in
19	Novices	Empathy	Emotional	Not-responsible	36	1	103	Avoid	correct	592.6	out
19	Novices	Empathy	Emotional	Not-responsible	36	2	102	Approach	correct	529.5	in
19	Novices	Empathy	Emotional	Not-responsible	36	3	102	Approach	correct	424.2	in
19	Novices	Empathy	Emotional	Not-responsible	36	4	103	Avoid	correct	541.6	out
19	Novices	Empathy	Emotional	Responsible	10	1	101	Avoid	correct	686.9	out
19	Novices	Empathy	Emotional	Responsible	10	2	100	Approach	correct	730.2	in
19	Novices	Empathy	Emotional	Responsible	10	3	101	Avoid	correct	705.4	out
19	Novices	Empathy	Emotional	Responsible	10	4	100	Approach	correct	574.2	in
19	Novices	Empathy	Emotional	Responsible	17	1	100	Approach	correct	501.8	in
19	Novices	Empathy	Emotional	Responsible	17	2	101	Avoid	correct	684.1	out
19	Novices	Empathy	Emotional	Responsible	17	3	101	Avoid	correct	435.3	out
19	Novices	Empathy	Emotional	Responsible	17	4	100	Approach	correct	564.7	in
19	Novices	Empathy	Emotional	Responsible	3	1	100	Approach	correct	682.7	in
19	Novices	Empathy	Emotional	Responsible	3	2	100	Approach	correct	805.7	in
19	Novices	Empathy	Emotional	Responsible	3	3	101	Avoid	correct	1059.7	out
19	Novices	Empathy	Emotional	Responsible	3	4	101	Avoid	correct	455.4	out
19	Novices	Empathy	Emotional	Responsible	5	1	101	Avoid	correct	632	out
19	Novices	Empathy	Emotional	Responsible	5	2	100	Approach	correct	730.7	in
19	Novices	Empathy	Emotional	Responsible	5	3	100	Approach	correct	540	in
19	Novices	Empathy	Emotional	Responsible	5	4	101	Avoid	correct	517.6	out
19	Novices	Empathy	Emotional	Responsible	6	1	101	Avoid	correct	810.8	out
19	Novices	Empathy	Emotional	Responsible	6	2	100	Approach	correct	603	in
19	Novices	Empathy	Emotional	Responsible	6	3	100	Approach	correct	643.5	in
19	Novices	Empathy	Emotional	Responsible	6	4	101	Avoid	correct	578.6	out
19	Novices	Empathy	Neutral	Not-responsible	39	1	106	Approach	correct	375.1	in
19	Novices	Empathy	Neutral	Not-responsible	39	2	106	Approach	correct	429.6	in
19	Novices	Empathy	Neutral	Not-responsible	39	3	106	Approach	correct	564.8	in
19	Novices	Empathy	Neutral	Not-responsible	39	4	107	Avoid	correct	580.6	out
19	Novices	Empathy	Neutral	Not-responsible	43	1	107	Avoid	correct	671	out
19	Novices	Empathy	Neutral	Not-responsible	43	2	107	Avoid	correct	543.3	out
19	Novices	Empathy	Neutral	Not-responsible	43	3	107	Avoid	correct	604.9	out
19	Novices	Empathy	Neutral	Not-responsible	43	4	107	Avoid	correct	696.5	out
19	Novices	Empathy	Neutral	Not-responsible	47	1	107	Avoid	correct	484.4	out
19	Novices	Empathy	Neutral	Not-responsible	47	2	106	Approach	correct	518.5	in
19	Novices	Empathy	Neutral	Not-responsible	47	3	106	Approach	correct	600.1	in
19	Novices	Empathy	Neutral	Not-responsible	47	4	106	Approach	correct	1161.7	in
19	Novices	Empathy	Neutral	Not-responsible	50	1	106	Approach	correct	776.6	in
19	Novices	Empathy	Neutral	Not-responsible	50	2	106	Approach	correct	661.1	in
19	Novices	Empathy	Neutral	Not-responsible	50	3	106	Approach	correct	617	in
19	Novices	Empathy	Neutral	Not-responsible	50	4	106	Approach	correct	583.2	in
19	Novices	Empathy	Neutral	Not-responsible	52	1	107	Avoid	correct	553	out
19	Novices	Empathy	Neutral	Not-responsible	52	2	107	Avoid	correct	603.7	out
19	Novices	Empathy	Neutral	Not-responsible	52	3	107	Avoid	correct	438.8	out
19	Novices	Empathy	Neutral	Not-responsible	52	4	107	Avoid	correct	349.9	out
19	Novices	Empathy	Neutral	Responsible	53	1	105	Avoid	correct	564.7	out
19	Novices	Empathy	Neutral	Responsible	53	2	105	Avoid	correct	501.1	out
19	Novices	Empathy	Neutral	Responsible	53	3	105	Avoid	correct	495	out
19	Novices	Empathy	Neutral	Responsible	53	4	104	Approach	correct	435.3	in
19	Novices	Empathy	Neutral	Responsible	54	1	105	Avoid	correct	648.8	out
19	Novices	Empathy	Neutral	Responsible	54	2	105	Avoid	correct	404	out
19	Novices	Empathy	Neutral	Responsible	54	3	105	Avoid	correct	508.5	out
19	Novices	Empathy	Neutral	Responsible	54	4	105	Avoid	correct	547.2	out
19	Novices	Empathy	Neutral	Responsible	61	1	105	Avoid	correct	560.4	out
19	Novices	Empathy	Neutral	Responsible	61	2	104	Approach	correct	482.4	in
19	Novices	Empathy	Neutral	Responsible	61	3	104	Approach	correct	566.7	in
19	Novices	Empathy	Neutral	Responsible	61	4	104	Approach	correct	590	in
19	Novices	Empathy	Neutral	Responsible	62	1	104	Approach	correct	611.1	in
19	Novices	Empathy	Neutral	Responsible	62	2	104	Approach	correct	521.6	in
19	Novices	Empathy	Neutral	Responsible	62	3	104	Approach	correct	706.8	in
19	Novices	Empathy	Neutral	Responsible	62	4	105	Avoid	correct	600	out
19	Novices	Empathy	Neutral	Responsible	67	1	104	Approach	correct	482.8	in
19	Novices	Empathy	Neutral	Responsible	67	2	105	Avoid	correct	545.6	out
19	Novices	Empathy	Neutral	Responsible	67	3	104	Approach	correct	471.4	in
19	Novices	Empathy	Neutral	Responsible	67	4	104	Approach	correct	482.4	in
22	Novices	Compassion	Emotional	Not-responsible	1	1	103	Avoid	correct	781.2	out
22	Novices	Compassion	Emotional	Not-responsible	1	2	102	Approach	correct	669.2	in
22	Novices	Compassion	Emotional	Not-responsible	1	3	103	Avoid	correct	324.5	out
22	Novices	Compassion	Emotional	Not-responsible	1	4	102	Approach	correct	300.2	in
22	Novices	Compassion	Emotional	Not-responsible	11	1	102	Approach	correct	519.5	in
22	Novices	Compassion	Emotional	Not-responsible	11	2	103	Avoid	correct	600.1	out
22	Novices	Compassion	Emotional	Not-responsible	11	3	102	Approach	correct	683.4	in
22	Novices	Compassion	Emotional	Not-responsible	11	4	103	Avoid	correct	528	out
22	Novices	Compassion	Emotional	Not-responsible	15	1	103	Avoid	correct	563.5	out
22	Novices	Compassion	Emotional	Not-responsible	15	2	102	Approach	incorrect	482.4	out
22	Novices	Compassion	Emotional	Not-responsible	15	3	103	Avoid	correct	585	out
22	Novices	Compassion	Emotional	Not-responsible	15	4	102	Approach	correct	496.6	in
22	Novices	Compassion	Emotional	Not-responsible	29	1	103	Avoid	correct	652.3	out
22	Novices	Compassion	Emotional	Not-responsible	29	2	103	Avoid	correct	452.2	out
22	Novices	Compassion	Emotional	Not-responsible	29	3	102	Approach	correct	378	in
22	Novices	Compassion	Emotional	Not-responsible	29	4	102	Approach	correct	482.4	in
22	Novices	Compassion	Emotional	Not-responsible	3	1	102	Approach	correct	635.3	in
22	Novices	Compassion	Emotional	Not-responsible	3	2	103	Avoid	correct	579.6	out
22	Novices	Compassion	Emotional	Not-responsible	3	3	103	Avoid	correct	523.6	out
22	Novices	Compassion	Emotional	Not-responsible	3	4	102	Approach	correct	566.4	in
22	Novices	Compassion	Emotional	Responsible	22	1	101	Avoid	correct	889.3	out
22	Novices	Compassion	Emotional	Responsible	22	2	101	Avoid	correct	665.7	out
22	Novices	Compassion	Emotional	Responsible	22	3	100	Approach	correct	843.8	in
22	Novices	Compassion	Emotional	Responsible	22	4	100	Approach	correct	369	in
22	Novices	Compassion	Emotional	Responsible	28	1	100	Approach	correct	482.4	in
22	Novices	Compassion	Emotional	Responsible	28	2	100	Approach	correct	632	in
22	Novices	Compassion	Emotional	Responsible	28	3	101	Avoid	correct	458.3	out
22	Novices	Compassion	Emotional	Responsible	28	4	101	Avoid	correct	501.2	out
22	Novices	Compassion	Emotional	Responsible	33	1	101	Avoid	correct	559.7	out
